Series Name,Series Code,Code,2010AG.LND.ARBL.ZS,2011AG.LND.ARBL.ZS,2012AG.LND.ARBL.ZS,2013AG.LND.ARBL.ZS,2014AG.LND.ARBL.ZS,2010AG.SRF.TOTL.K2,2011AG.SRF.TOTL.K2,2012AG.SRF.TOTL.K2,2013AG.SRF.TOTL.K2,2014AG.SRF.TOTL.K2,2010EN.POP.DNST,2011EN.POP.DNST,2012EN.POP.DNST,2013EN.POP.DNST,2014EN.POP.DNST,2010IT.NET.USER.P2,2011IT.NET.USER.P2,2012IT.NET.USER.P2,2013IT.NET.USER.P2,2014IT.NET.USER.P2,2010MS.MIL.TOTL.TF.ZS,2011MS.MIL.TOTL.TF.ZS,2012MS.MIL.TOTL.TF.ZS,2013MS.MIL.TOTL.TF.ZS,2014MS.MIL.TOTL.TF.ZS,2010NY.GDP.MKTP.CD,2011NY.GDP.MKTP.CD,2012NY.GDP.MKTP.CD,2013NY.GDP.MKTP.CD,2014NY.GDP.MKTP.CD,2010NY.GDP.MKTP.KD.ZG,2011NY.GDP.MKTP.KD.ZG,2012NY.GDP.MKTP.KD.ZG,2013NY.GDP.MKTP.KD.ZG,2014NY.GDP.MKTP.KD.ZG,2010NY.GDP.PCAP.KD.ZG,2011NY.GDP.PCAP.KD.ZG,2012NY.GDP.PCAP.KD.ZG,2013NY.GDP.PCAP.KD.ZG,2014NY.GDP.PCAP.KD.ZG,2010NY.GDP.PCAP.CD,2011NY.GDP.PCAP.CD,2012NY.GDP.PCAP.CD,2013NY.GDP.PCAP.CD,2014NY.GDP.PCAP.CD,2010SL.TLF.TOTL.FE.ZS,2011SL.TLF.TOTL.FE.ZS,2012SL.TLF.TOTL.FE.ZS,2013SL.TLF.TOTL.FE.ZS,2014SL.TLF.TOTL.FE.ZS,2010SL.TLF.TOTL.IN,2011SL.TLF.TOTL.IN,2012SL.TLF.TOTL.IN,2013SL.TLF.TOTL.IN,2014SL.TLF.TOTL.IN,2010SL.UEM.TOTL.FE.ZS,2011SL.UEM.TOTL.FE.ZS,2012SL.UEM.TOTL.FE.ZS,2013SL.UEM.TOTL.FE.ZS,2014SL.UEM.TOTL.FE.ZS,2010SL.UEM.TOTL.ZS,2011SL.UEM.TOTL.ZS,2012SL.UEM.TOTL.ZS,2013SL.UEM.TOTL.ZS,2014SL.UEM.TOTL.ZS,2010SP.POP.GROW,2011SP.POP.GROW,2012SP.POP.GROW,2013SP.POP.GROW,2014SP.POP.GROW,2010SP.POP.TOTL,2011SP.POP.TOTL,2012SP.POP.TOTL,2013SP.POP.TOTL,2014SP.POP.TOTL,2010SP.POP.TOTL.FE.ZS,2011SP.POP.TOTL.FE.ZS,2012SP.POP.TOTL.FE.ZS,2013SP.POP.TOTL.FE.ZS,2014SP.POP.TOTL.FE.ZS,2010SP.RUR.TOTL,2011SP.RUR.TOTL,2012SP.RUR.TOTL,2013SP.RUR.TOTL,2014SP.RUR.TOTL
,,NPL,15.20753401,15.08685037,14.77502616,14.74712243,..,147180,147180,147180,147180,147180,187.4845483,189.6005371,191.841751,194.1749634,196.5449878,7.93,9,11.1493,13.3,15.44,1.118865039,1.092907002,1.064686002,1.037758216,..,16002656434,18913574371,18851513891,19244245405,19636186469,4.81641465,3.421828241,4.85247634,3.781821435,5.475929499,3.711759197,2.267615086,3.627524957,2.534775831,4.204055151,595.4275198,695.8831983,685.4967586,691.3690872,696.9433479,50.46159132,50.64008671,50.70872317,50.79524843,..,14099377,14433982,14816575,15201036,..,2.400000095,2.400000095,2.400000095,2.400000095,..,2.700000048,2.700000048,2.700000048,2.700000048,..,1.059488285,1.122298988,1.175139555,1.208880727,1.213172492,26875910,27179237,27500515,27834981,28174724,51.29029678,51.39863198,51.47236334,51.51598271,51.53779324,22354844,22513649,22682975,22858921,23034809
,,BHS,0.899100899,0.799200799,0.799200799,0.799200799,..,13880,13880,13880,13880,13880,36.04695305,36.63446553,37.2015984,37.74635365,38.26713287,43,65,71.74820281,72,76.92,0.415214222,0.402111797,0.393864974,0.590675506,..,7909580000,7889750000,8234470000,8431750000,8510500000,1.538778853,0.612902596,2.217312979,0.022030197,1.022786105,-0.16371155,-1.000641803,0.659025156,-1.421487396,-0.352037769,21920.51659,21514.89865,22112.60835,22315.60365,22217.49414,48.29375923,48.27659615,48.32954914,48.3140758,..,207122,211384,215810,220087,..,16.10000038,14.10000038,14.19999981,14,..,14.69999981,13.69999981,14,13.60000038,..,1.690905423,1.616713861,1.536224957,1.453715074,1.37024992,360830,366711,372388,377841,383054,51.11576088,51.10073055,51.08542703,51.0704238,51.056509,62968,63786,64546,65246,65881
,,PAK,38.12525944,39.04628477,39.22789539,39.52625571,..,796100,796100,796100,796100,796100,220.584161,225.2875259,230.1165577,235.0465001,240.0429198,8,9,9.96,10.9,13.8,1.614219244,1.572516089,1.533254342,1.489099604,..,1.77E+11,2.14E+11,2.25E+11,2.32E+11,2.47E+11,1.606691959,2.74840255,3.507044054,4.408712308,5.411811496,-0.498374635,0.603307135,1.334932635,2.218809723,3.217697004,1043.300205,1230.815428,1266.380758,1281.987908,1334.147244,21.62335238,21.77192576,22.00990329,22.11493118,..,58604183,60158367,61816228,63649201,..,8.800000191,8.800000191,9,9.300000191,..,5,5,5,5.099999905,..,2.093541936,2.109817506,2.120847369,2.119741418,2.103437242,170043918,173669648,177392252,181192646,185044286,48.59257066,48.60702257,48.6166504,48.62255116,48.62632505,107811245,109399721,110997880,112593110,114166773
,,BRB,27.90697674,25.58139535,25.58139535,25.58139535,..,430,430,430,430,430,650.1534884,652.5627907,654.8372093,656.9837209,659.0232558,65.1,67,70,73,76.67,0.38268747,0.379775994,0.377844675,0.376757171,..,4445500000,4358000000,4313000000,4281000000,4348000000,0.253470343,0.75850389,0.009287901,-15.26246393,0.20746888,-0.140993996,0.38649724,-0.338070163,-15.53932027,-0.102651631,15901.43294,15530.89429,15317.139,15153.82138,15343.35521,48.85162391,48.78689586,48.79956889,48.88578699,..,159399,160621,161442,161908,..,13,13.5,13.89999962,14.5,..,10.80000019,11.19999981,11.60000038,12.19999981,..,0.394243135,0.369889455,0.347930381,0.327257096,0.309958314,279566,280602,281580,282503,283380,52.01633961,52.02600124,52.03849705,52.05325253,52.06965911,189937,191076,192125,193085,193962
,,PNG,0.662456388,0.662456388,0.662456388,0.662456388,..,462840,462840,462840,462840,462840,15.1206046,15.45990372,15.7992978,16.13934549,16.48098088,1.28,2,3.5,6.5,9.38,0.102432542,0.099883233,0.059568934,0.057942286,..,9716124252,12873212504,15391272798,15413163675,..,7.674331651,10.66932893,8.087543144,5.537412004,..,5.2571806,8.240464776,5.765650614,3.313793091,..,1418.926635,1838.722503,2151.16037,2108.831643,..,48.27057523,48.33707305,48.26616779,48.26208211,..,3026382,3103624,3189582,3279125,..,2.900000095,2.799999952,2.900000095,2.599999905,..,2.400000095,2.400000095,2.400000095,2.099999905,..,2.270452936,2.21914588,2.171568012,2.12946144,2.094693178,6847517,7001172,7154870,7308864,7463577,48.99263485,48.99072612,48.98935969,48.98847482,48.98795845,5956039,6091020,6226025,6360393,6494432
,,PRY,10.43292223,10.83564057,11.11250944,11.32645356,..,406752,406752,406752,406752,406752,15.63019633,15.84133652,16.05628492,16.27402215,16.49262019,19.8,24.76351588,29.34,36.9,43,0.871222378,0.852322487,0.83174039,0.812586048,..,20047518281,25099681461,24595319574,28896660618,30984747863,13.09300368,4.342407086,-1.238968506,14.22460271,4.350129148,11.59909018,2.951686279,-2.561100367,12.69634203,2.967041857,3228.327756,3988.024567,3855.572185,4469.245274,4728.678023,38.70716076,38.85425085,38.94718334,39.09777725,..,2921183,2985959,3059849,3131976,..,7.099999905,5.599999905,6,6.5,..,5.699999809,4.300000191,4.900000095,5.199999809,..,1.329762422,1.341805404,1.347759774,1.346974638,1.334291611,6209877,6293763,6379162,6465669,6552518,49.26804508,49.25681186,49.24958796,49.24661315,49.24793797,2577906,2598443,2619284,2639674,2659274
,,PAN,7.652542373,7.600215227,7.573311811,7.573311811,..,75420,75420,75420,75420,75420,48.70199085,49.52890772,50.35998117,51.19293785,52.02495292,40.1,42.7,40.30189522,44.03,44.92,0.710137329,0.695745747,0.681236421,0.666906012,..,28814100000,33270500000,37956200000,42648100000,46212600000,5.851873793,10.77019485,10.24710466,8.352293815,6.161704916,4.065361425,8.920815434,8.427734614,6.589301275,4.463901594,7958.58369,9036.037414,10138.52113,11206.42471,11948.85114,37.30244867,37.3995807,37.49621772,37.51568619,..,1689814,1724768,1761503,1799354,..,8.600000381,5,5,5.099999905,..,6.5,4.5,4,4.099999905,..,1.70215228,1.68365843,1.664034174,1.640475475,1.612187734,3620506,3681979,3743761,3805683,3867535,49.77030835,49.79023509,49.81044463,49.83052976,49.84996904,1263014,1273781,1284185,1294161,1303669
,,BHR,2.099737533,2.086049544,2.077922078,2.077922078,..,762,767,770,770,770,1655.274278,1702.756193,1731.918182,1752.502597,1768.74026,55,76.9999665,88,90.0000397,90.99998,2.725440573,2.641423382,2.602536738,2.5954453,..,25713271277,29044069149,30756462766,32897606383,33868989362,4.334407088,2.100184109,3.588704571,5.337538507,4.506795379,-1.004658054,-1.39393443,1.447684245,4.100272626,3.547385966,20386.01756,22238.71195,23063.13229,24378.94483,24868.37749,19.4245763,19.41229008,19.45028433,19.47757661,..,714013,736724,747732,749775,..,18.5,18.39999962,17.89999962,17.70000076,..,7.400000095,7.400000095,7.400000095,7.400000095,..,5.252839542,3.482175173,2.08850552,1.181525215,0.92227535,1261319,1306014,1333577,1349427,1361930,37.60206577,37.55978114,37.63359746,37.77477403,37.91912947,144610,149212,151774,152931,153639
,,BRA,8.41849981,8.647019552,8.686980596,9.093901275,..,8515770,8515770,8515770,8515770,8515770,23.76296736,23.99069458,24.21610358,24.43837708,24.65595192,40.65,45.69,48.56,51.04,57.6,0.687744392,0.677424578,0.667102239,0.658285184,..,2.21E+12,2.62E+12,2.41E+12,2.39E+12,2.35E+12,7.572067155,3.916382188,1.762488805,2.74369665,0.144707354,6.536009941,2.929975191,0.815260403,1.809215583,-0.739013099,11124.07688,13042.1977,11922.70468,11711.06334,11384.61814,43.55500713,43.69764992,43.70595751,43.70370815,..,103742031,105322426,106952122,108384636,..,10.60000038,9,8.199999809,7.800000191,..,7.900000095,6.699999809,6.099999905,5.900000095,..,0.967796558,0.953765381,0.935181982,0.913687864,0.886360083,198614208,200517584,202401584,204259377,206077898,50.74393117,50.76138859,50.77863966,50.79565331,50.81243356,31112916,30833589,30560615,30289623,30019367
,,BFA,21.92982456,20.83333333,21.92982456,22.66081871,..,274220,274220,274220,274220,274220,57.13474415,58.87006944,60.6389364,62.44354532,64.28800439,2.4,3,3.725034916,9.1,9.4,0.163204359,0.158443035,0.153499638,0.148789297,..,8979966766,10724061339,11166061508,12126322793,12542969275,8.446325183,6.521769448,6.452674754,6.669357748,4.049760898,5.21202709,3.381805075,3.347398998,3.586629609,1.064514638,574.4580893,665.8074467,673.0267834,709.7828128,713.1063779,47.56963766,47.55256019,47.4174725,47.40119026,..,7015744,7226572,7459301,7695446,..,2.299999952,2.400000095,2.299999952,2.200000048,..,3.299999952,3.299999952,3.299999952,3.099999905,..,3.027773209,2.992039203,2.9604399,2.932567203,2.911018317,15632066,16106851,16590813,17084554,17589198,50.50642058,50.47923396,50.45296454,50.42752652,50.40286089,11620096,11837730,12053889,12269102,12484109
,,BDI,36.99376947,38.94080997,42.83489097,46.72897196,..,27830,27830,27830,27830,27830,368.4235592,381.2364097,394.2590343,407.5529206,421.2172897,1,1.11,1.219999945,1.3,1.38,1.171851776,1.133419833,1.0967499,1.063678172,..,2026864414,2355652064,2472384864,2714505576,3093647293,3.785902543,4.191625681,4.01936553,4.594054218,4.660918184,0.239048651,0.689883229,0.583540268,1.182321917,1.265698051,214.230985,240.6144771,244.196482,259.3652026,286.002342,51.48007978,51.45466276,51.47417165,51.48302365,..,4356353,4504068,4650103,4799384,..,7.400000095,7.400000095,7.5,7.400000095,..,7.099999905,7.099999905,7,6.900000095,..,3.477232803,3.418642812,3.358846017,3.316265,3.297803748,9461117,9790151,10124572,10465959,10816860,50.66741062,50.65994386,50.64328645,50.62166783,50.60055321,8454360,8721850,8991734,9265304,9544689
,,GRC,19.91466253,19.79829325,19.70519783,19.75950349,..,131960,131960,131960,131960,131960,86.52795966,86.29335144,86.05718386,85.55119472,85.00961986,44.4,51.64999517,55.06999344,59.8663,63.21,2.910122568,2.924714478,2.924159391,2.974120658,..,3.00E+11,2.89E+11,2.50E+11,2.42E+11,2.38E+11,-5.448755761,-8.863679768,-6.571893179,-3.895153129,0.774209609,-5.163655478,-8.615904825,-6.315497511,-3.326744834,1.416216702,26863.01161,25962.36894,22494.37819,21965.96289,21682.59827,41.87862144,42.21010628,42.72072839,42.78732312,..,5142292,5072290,5039055,5008203,..,16.10000038,21.39999962,28,31.29999924,..,12.5,17.70000076,24.20000076,27.29999924,..,-0.301076222,-0.271503978,-0.274055104,-0.589703847,-0.635054055,11153454,11123213,11092771,11027549,10957740,50.94052709,50.99038855,51.04743961,51.10689448,51.16163158,2644261,2597381,2551337,2498512,2445987
,,PLW,2.173913043,2.173913043,2.173913043,2.173913043,..,460,460,460,460,460,44.5,44.79565217,45.12173913,45.47608696,45.86304348,..,..,..,..,..,..,..,..,..,..,184324923.8,201223885.2,215815865.6,228567644.1,250625562.8,1.789224212,8.317675714,4.568747664,-2.034081529,7.951975484,1.162675983,7.602776952,3.813047522,-2.797427994,7.041161072,9004.637216,9765.305503,10397.75803,10926.3179,11879.67781,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.617437155,0.662189585,0.725306598,0.78224754,0.847301337,20470,20606,20756,20919,21097,..,..,..,..,..,3407,3249,3105,2976,2858
,,CUW,..,..,..,..,..,444,444,444,444,444,334.9166667,339.7094595,342.5405405,346.4436937,351.0630631,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.265514155,1.420897663,0.829929595,1.133028802,1.324556891,148703,150831,152088,153821,155872,54.10589072,54.13791728,54.10466587,54.02905952,53.94413307,15012,15422,15738,16094,16476
,,CYM,0.833333333,0.833333333,0.833333333,0.833333333,..,264,264,264,264,264,231.2875,235.75,239.675,243.2041667,246.55,66,69.46594499,74.12653069,74.1,74.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.229722408,1.911039611,1.651191745,1.461744366,1.366353005,55509,56580,57522,58369,59172,..,..,..,..,..,0,0,0,0,0
,,DEU,33.98456551,34.06873996,33.95306134,34.07356401,..,357127,357140,357170,357170,357170,234.6069082,234.6731495,230.7506255,231.3812045,232.0809807,82,81.26999954,82.34999847,84.17,86.19,0.599630304,0.461781404,0.446779386,0.432452544,..,3.41E+12,3.75E+12,3.53E+12,3.73E+12,3.85E+12,4.090769512,3.589997242,0.376483651,0.105792041,1.604381006,4.250357166,3.563727946,2.088638702,-0.167024452,1.298021009,41725.85007,45867.76648,43931.69171,46254.97659,47627.39208,45.64839466,45.84932615,45.89194922,45.86419227,..,41936673,42444325,41732006,41981485,..,6.599999905,5.599999905,5.099999905,4.900000095,..,7.099999905,5.900000095,5.400000095,5.300000191,..,-0.153198447,0.025362128,-1.691348956,0.272900215,0.301977923,81776930,81797673,80425823,80645605,80889505,51.00115177,50.97950859,50.95097226,50.9184554,50.88615019,21024031,20868222,20357384,20250111,20146340
,,ITA,23.94098049,22.84626368,24.19936085,23.21003604,..,301340,301340,301340,301340,301340,201.5279017,201.8747841,202.4196539,204.7798599,208.5278677,53.68,54.3899983,55.82999799,58.4593,61.96,1.462930654,1.496286559,1.43184855,1.41123303,..,2.13E+12,2.28E+12,2.08E+12,2.14E+12,2.14E+12,1.710582418,0.586820837,-2.770415892,-1.698274142,-0.426096767,1.398210255,0.413982007,-3.032136837,-2.831258243,-2.215803655,35877.87149,38364.94175,34854.39756,35477.47287,34960.29502,40.91772807,41.11008952,41.72388352,41.83702971,..,24565621,24564145,25107404,25474177,..,9.600000381,9.600000381,11.89999962,13.10000038,..,8.399999619,8.399999619,10.69999981,12.19999981,..,0.307591222,0.171978291,0.26954124,1.159251117,1.813714211,59277417,59379449,59539717,60233948,61336387,51.4385101,51.43998325,51.43315905,51.41993218,51.40357285,18774936,18737779,18719287,18861658,19124072
,,SLB,0.678813862,0.678813862,0.714540907,0.714540907,..,28900,28900,28900,28900,28900,18.79874955,19.20857449,19.61993569,20.03161844,20.44197928,5,6,6.9974,8,9,..,..,..,..,..,671585231.6,886503123.8,1025124684,1059690062,1158183054,6.895556838,12.92847503,4.660611855,3.014386846,1.507426291,4.577556805,10.51908722,2.466246103,0.897271568,-0.530276246,1276.348513,1648.854127,1866.707246,1889.991818,2024.190415,40.10767745,40.10693674,40.14603584,40.11400695,..,207100,212088,217070,222618,..,4.199999809,4.099999905,4.300000191,4.300000191,..,3.700000048,3.599999905,3.799999952,3.799999952,..,2.192328693,2.15664129,2.118940901,2.076577055,2.027864725,526177,537648,549162,560685,572171,49.24540601,49.25825075,49.25650355,49.24583322,49.23335856,420689,427398,434036,440581,447003
,,LVA,18.84640103,18.61736334,18.94499839,19.42434475,..,64510,64480,64480,64490,64490,33.70107648,33.1142926,32.71661306,32.36287184,32.00435761,68.42,69.74995456,73.11994377,75.2344,75.83,0.432988856,0.514622988,0.505541439,0.508548597,..,23868572609,28319399054,28545148936,30908761928,31920815648,-2.873609696,4.997474341,4.834156296,4.226467236,2.361633257,-0.830929727,6.926744162,6.142574115,5.348768364,3.508292804,11379.23564,13749.22334,14031.79587,15357.26927,16037.7821,50.34700292,50.03289739,49.94292428,49.94646353,..,1062383,1039596,1050359,1044148,..,15.69999981,13.80000019,13.80000019,10.5,..,18.70000076,16.20000076,14.89999962,11.10000038,..,-2.08130509,-1.820767002,-1.240359153,-1.071034803,-1.113976603,2097555,2059709,2034319,2012647,1990351,54.31124998,54.29801697,54.26637998,54.22154756,54.17185679,677678,666934,660177,654593,648436
,,NOR,2.260674342,2.239592602,2.222891484,2.207504552,..,385178,385178,385178,385178,385178,13.38622568,13.56100152,13.74029213,13.90744021,14.06309464,93.39,93.48998265,94.64997805,95.0534,96.3,0.937413735,0.927968046,0.962579893,0.957296062,..,4.29E+11,4.98E+11,5.10E+11,5.22E+11,5.00E+11,0.601934441,0.96877971,2.748768782,0.742155987,2.23473697,-0.643457019,-0.332518192,1.408048397,-0.468624542,1.103173151,87646.2701,100575.1173,101563.7027,102832.2587,97363.09325,47.02151642,47.20757526,47.02646759,47.12582989,..,2608240,2634789,2680297,2695091,..,3,3.099999905,2.799999952,3.299999952,..,3.599999905,3.299999952,3.200000048,3.5,..,1.24566618,1.297189391,1.313440989,1.209141589,1.11300003,4889252,4953088,5018573,5079623,5136475,50.02442116,49.93242759,49.84067526,49.75526463,49.68329264,1021756,1021079,1020527,1019023,1016611
,,CZE,41.0538581,40.96323149,40.87789719,40.7743105,..,78870,78870,78870,78870,78870,135.6086225,135.8892802,136.0971773,136.1423281,136.0943416,68.82,70.49,73.43000782,74.1104,79.71,0.544695346,0.510594502,0.506352787,0.451481308,..,2.07E+11,2.27E+11,2.07E+11,2.09E+11,2.06E+11,2.295089115,1.963780536,-0.808400773,-0.701654025,1.991617327,1.99747421,1.753190568,-0.94709821,-0.734585771,2.027579323,19763.9638,21656.39764,19670.40261,19858.34346,19553.92995,43.30153254,43.44783184,43.67503849,44.02049538,..,5236138,5238991,5282878,5337984,..,8.5,7.900000095,8.199999809,8.199999809,..,7.300000191,6.699999809,7,6.900000095,..,0.291361674,0.206747667,0.139925656,0.033169946,-0.035253542,10474410,10496088,10510785,10514272,10510566,50.93288353,50.89577211,50.87800935,50.87340216,50.87242639,2801381,2814526,2825825,2832545,2835856
,,MDA,55.19025875,55.12937595,55.20389531,55.23114355,..,33850,33850,33850,33850,33850,124.1693101,124.0975355,124.0380179,123.9184455,123.8430198,32.3,38,43.37,45,46.6,0.634252246,0.624819609,0.648270832,0.636143281,..,5811604052,7015206498,7284686576,7985349731,7944184930,7.094071762,6.414350738,-0.700000351,9.396806409,4.6,7.201074285,6.475897932,-0.686972439,9.426103367,4.663705882,1631.535832,1970.571373,2046.536787,2243.979662,2233.771491,48.19012968,48.22978527,48.58158342,48.53485942,..,1219231,1240358,1195488,1218279,..,5.699999809,5.599999905,4.300000191,3.900000095,..,7.400000095,6.699999809,5.599999905,5.099999905,..,-0.099864634,-0.057820587,-0.01311889,-0.026776865,-0.060885746,3562045,3559986,3559519,3558566,3556400,51.92233632,51.90505396,51.8988631,51.90268634,51.91418202,1963185,1963012,1962826,1961517,1958687
,,MAR,17.31861976,17.48554784,18.03047278,18.02599149,..,446550,446550,446550,446550,446550,71.94205467,72.89259243,73.90587049,74.95560385,76.00538427,52,46.1074826,55.41605319,56,56.8,2.128833394,2.085498303,2.046848856,2.005610978,..,90770208620,99210991483,95903875574,1.04E+11,1.07E+11,3.642974764,4.985647093,2.669166448,4.381457983,2.555054982,2.350257594,3.596054245,1.246164115,2.907150976,1.127428357,2782.671797,3001.177816,2860.926086,3056.118453,3103.191488,26.71724017,26.79358793,26.91473842,26.97726275,..,11546230,11786152,12008703,12255617,..,9.699999809,10.19999981,10,9.800000191,..,9.100000381,8.899999619,9,9.199999809,..,1.230866063,1.312602228,1.380524206,1.410372655,1.390819379,32107739,32531964,32984190,33452686,33921203,50.7819688,50.75873378,50.72083019,50.67389208,50.62525937,13586711,13601289,13623460,13648696,13670584
,,MCO,..,..,..,..,..,2,2,2,2,2,18422.5,18594.5,18702,18764,18811.5,75,80.3,87,90.7,92.4,..,..,..,..,..,5350674803,6074884389,..,..,..,..,..,..,..,..,..,..,..,..,..,145221.1916,163351.6467,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.34982103,0.929309441,0.576463195,0.330967045,0.252824448,36845,37189,37404,37528,37623,..,..,..,..,..,0,0,0,0,0
,,BRN,0.759013283,0.759013283,0.759013283,0.948766603,..,5770,5770,5770,5770,5770,74.63036053,75.79563567,76.94724858,78.08330171,79.20189753,53,56,60.27306504,64.5,68.77,4.850016516,4.761169446,4.684730311,4.616160053,..,12370530144,16691360425,16953952578,16111135786,17256754269,2.598965911,3.429818477,0.948354662,-1.751960547,5.3,0.97586009,1.839697946,-0.562465152,-3.181395399,3.812811636,31453.00594,41786.58889,41808.75678,39152.30848,41344.04009,39.87290335,39.83786288,39.80349456,39.7748312,..,190721,194280,197450,200383,..,4,3.900000095,4,4.099999905,..,3.700000048,3.700000048,3.799999952,3.799999952,..,1.594637459,1.549331208,1.507938953,1.465612377,1.422402986,393302,399443,405512,411499,417394,48.35393667,48.34907609,48.36922212,48.40546393,48.44511421,96320,96378,96419,96451,96472
,,FJI,9.031198686,9.031198686,9.031198686,9.031198686,..,18270,18270,18270,18270,18270,47.06907499,47.4727422,47.84663383,48.19304871,48.51943076,20,28,33.74235675,37.1,41.8,1.042209484,1.032893222,1.023969667,1.015732241,..,3140495193,3646434943,3849837085,3855042259,4029989729,2.954673156,2.705141495,1.830396564,3.470455989,3.799808139,1.98516911,1.831825642,1.034655474,2.726703366,3.101564294,3651.942426,4204.22164,4404.051768,4378.306845,4546.212114,33.46385766,33.48757872,33.60902498,33.64482455,..,335825,338854,341807,344579,..,11.89999962,11.89999962,12,11.39999962,..,8.399999619,8.399999619,8.5,8.100000381,..,0.946142309,0.853949457,0.784506905,0.721402614,0.674955886,859952,867327,874158,880487,886450,48.95959309,48.98383193,49.01974243,49.06318889,49.1090304,414256,414461,414386,414040,413493
,,SWZ,10.1744186,10.1744186,10.1744186,10.1744186,..,17360,17360,17360,17360,17360,69.36906977,70.49174419,71.61011628,72.71168605,73.7855814,11.04,18.13,20.78178258,24.7,27.1,..,..,..,..,..,3527776867,3806792359,3760602923,3530226512,3400422936,1.680816911,1.327171806,2.663803757,3.011454774,2.46706977,0.008873491,-0.28659765,1.060450222,1.450848626,0.975736266,2956.696795,3139.731322,3053.19578,2822.733712,2679.371826,39.65725548,39.45191082,39.40974817,39.21278093,..,413019,424347,434933,446102,..,26,26,25.60000038,25.60000038,..,22.79999924,22.70000076,22.5,22.5,..,1.657974402,1.605451163,1.574075358,1.526576224,1.466122343,1193148,1212458,1231694,1250641,1269112,50.84130384,50.78369725,50.72355634,50.66250027,50.60317765,936717,952689,968432,983792,998601
,,SVK,28.94512487,28.93029446,28.95316919,28.98852104,..,49037,49036,49036,49036,49036,112.1088769,112.2605224,112.4517343,112.5726377,112.6789636,75.71,74.43999717,76.70999012,77.8826,79.98,0.585914829,0.586501149,0.580137059,0.57928026,..,89011920530,97525437865,92747389763,97712677179,99790145653,4.827314045,2.704198974,1.602037893,1.424738518,2.409658361,4.729669641,2.571861147,1.429274677,1.31580805,2.313022761,16509.89692,18065.67259,17151.37028,18050.17245,18416.54243,44.78100418,44.42655544,44.57637733,44.6637872,..,2696467,2702467,2732113,2736154,..,14.60000038,13.5,14.39999962,14.5,..,14.39999962,13.5,13.89999962,14.19999981,..,0.093191273,0.128936463,0.170183855,0.107458009,0.094406353,5391428,5398384,5407579,5413393,5418506,51.52150143,51.52296726,51.52468029,51.52651049,51.5281878,2443126,2461123,2478672,2493138,2505680
,,SVN,8.455809335,8.366434955,8.525322741,8.64448858,..,20270,20270,20270,20270,20270,101.7171301,101.9286495,102.1429494,102.2816783,102.394141,70,67.33999481,68.34997453,72.6756,71.59,1.157314418,1.18104203,1.32908158,1.332039633,..,47972980132,51248818460,46262747034,47989855095,49416055609,1.221819153,0.612801297,-2.639506751,-0.998492962,2.636709894,0.781372612,0.404012542,-2.843772872,-1.132772827,2.523980712,23417.64045,24964.80172,22488.65889,23296.57769,23962.57603,45.4571105,45.6490314,45.87852292,45.97630641,..,1045524,1024519,1019501,1017237,..,7,8.199999809,9.399999619,11.19999981,..,7.199999809,8.199999809,8.800000191,10.19999981,..,0.436079485,0.207732702,0.210024306,0.135726229,0.10989356,2048583,2052843,2057159,2059953,2062218,50.45588751,50.39778575,50.38511674,50.4018512,50.42346138,1023472,1027489,1031542,1034838,1037399
,,LKA,19.13570403,20.73034604,19.93302504,20.73034604,..,65610,65610,65610,65610,65610,329.3414129,332.7858396,324.1588263,326.6305214,329.118163,12,15,18.2854,21.9,25.8,2.633738055,2.601999609,2.666048771,2.639924269,..,49565557439,59180578839,59391495533,67206129445,74941183242,8.015959406,8.245909534,6.341361551,7.249002393,7.367421291,6.954261843,7.125534027,9.171481415,6.437422284,6.555884021,2399.920469,2835.812873,2921.65956,3281.068664,3631.047204,32.87723192,33.06031193,33.23606816,33.4047095,..,8470850,8574175,8368189,8451000,..,7.599999905,7.099999905,6.300000191,6.599999905,..,4.900000095,4.199999809,4,4.199999809,..,0.987770482,1.040421697,..,0.75960278,0.758721601,20653000,20869000,20328000,20483000,20639000,51.33915065,51.45473645,51.56419136,51.66463397,51.75258091,16869164,17048095,16608586,16734611,16857935
